Order ID,Order Date,Customer ID,Category,Product,Quantity,Unit Price,Discount,Sales,Profit,Region,Payment Mode,Customer Segment,Profit Margin %
ORD1566,2025-01-12,CUST1240,Electronics,Smartwatch,3,13624.39,0.2,32698.55,3992.66,South,Debit Card,Consumer,0.1221051086363156
ORD1826,2025-01-12,CUST1009,Fashion,Jacket,3,2804.96,0.05,7994.13,1578.57,West,Wallet,Consumer,0.1974661407807979
ORD1713,2025-01-12,CUST1060,Home & Kitchen,Bedsheet,1,5040.72,0.15,4284.61,769.99,North,Debit Card,Corporate,0.1797106387745909
ORD1010,2025-01-12,CUST1054,Fashion,Sneakers,5,1978.64,0.15,8409.22,1180.11,South,Wallet,Consumer,0.1403352510696592
ORD2011,2025-01-13,CUST1035,Electronics,Smartwatch,3,25866.97,0.2,62080.73,8536.16,East,UPI,Corporate,0.1375009604429587
ORD2125,2025-01-13,CUST1145,Beauty,Perfume,5,1409.08,0.15,5988.61,1370.46,East,Debit Card,Consumer,0.2288444229963213
ORD1337,2025-01-13,CUST1202,Home & Kitchen,Mixer,5,4583.64,0.05,21772.31,3189.42,East,Debit Card,Consumer,0.1464897385716076
ORD2158,2025-01-13,CUST1180,Electronics,Headphones,4,10698.85,0.1,38515.88,3026.17,South,Credit Card,Consumer,0.0785694108507971
ORD2156,2025-01-13,CUST1123,Electronics,Headphones,3,11064.5,0.05,31533.82,4605.14,West,Credit Card,Consumer,0.1460381266843027
ORD2197,2025-01-14,CUST1218,Electronics,Smartphone,3,8275.83,0.1,22344.74,3852.15,North,Debit Card,Home Office,0.172396277602693
ORD1581,2025-01-14,CUST1053,Beauty,Shampoo,2,1215.9,0.0,2431.79,442.84,North,UPI,Corporate,0.1821045402769153
ORD2182,2025-01-14,CUST1177,Beauty,Perfume,1,1532.62,0.0,1532.62,349.65,West,Debit Card,Consumer,0.228138742806436
ORD1834,2025-01-14,CUST1116,Sports,Football,5,1941.58,0.1,8737.1,1404.46,North,UPI,Consumer,0.1607467008503965
ORD2153,2025-01-14,CUST1009,Electronics,Smartphone,2,11709.25,0.0,23418.5,3504.25,West,COD,Consumer,0.1496359715609454
ORD1725,2025-01-15,CUST1045,Electronics,Smartphone,3,11556.14,0.15,29468.15,4407.2,West,UPI,Consumer,0.1495580822006132
ORD1893,2025-01-15,CUST1091,Electronics,Headphones,4,22749.91,0.15,77349.71,10070.46,West,Debit Card,Home Office,0.130193894715313
ORD1708,2025-01-16,CUST1037,Sports,Football,3,3115.01,0.15,7943.27,1020.02,North,UPI,Corporate,0.1284131094624757
ORD2060,2025-01-16,CUST1038,Electronics,Laptop,2,18493.99,0.0,36987.98,4569.25,East,COD,Home Office,0.1235333748963852
ORD1871,2025-01-16,CUST1232,Electronics,Headphones,4,25197.14,0.0,100788.56,7793.02,North,UPI,Home Office,0.0773204816102145
ORD1055,2025-01-16,CUST1171,Beauty,Moisturizer,1,1418.7,0.1,1276.83,314.87,West,Wallet,Home Office,0.2466029150317583
ORD1125,2025-01-16,CUST1097,Electronics,Smartwatch,2,10488.98,0.15,17831.26,1521.09,West,Credit Card,Consumer,0.0853046840212077
ORD1038,2025-01-16,CUST1060,Sports,Yoga Mat,5,2028.11,0.1,9126.51,1674.76,North,Credit Card,Consumer,0.1835049761628486
ORD1792,2025-01-17,CUST1161,Home & Kitchen,Table Lamp,2,3677.3,0.0,7354.6,1004.69,South,Credit Card,Consumer,0.1366070214559595
ORD1478,2025-01-17,CUST1218,Electronics,Laptop,3,25580.38,0.2,61392.91,7326.83,West,COD,Consumer,0.1193432596695611
ORD1750,2025-01-18,CUST1098,Beauty,Shampoo,1,1592.0,0.1,1432.8,315.84,East,Credit Card,Corporate,0.2204355108877722
ORD1119,2025-01-18,CUST1147,Fashion,Sneakers,2,1579.5,0.0,3159.01,562.16,West,Wallet,Corporate,0.1779544857407858
ORD1192,2025-01-18,CUST1016,Fashion,Sneakers,5,1462.2,0.1,6579.9,1243.32,North,Credit Card,Corporate,0.1889572789860028
ORD1102,2025-01-18,CUST1230,Electronics,Headphones,1,8283.34,0.0,8283.34,1310.8,North,UPI,Consumer,0.1582453454765831
ORD1990,2025-01-18,CUST1161,Electronics,Headphones,4,15414.6,0.05,58575.48,8877.6,East,Debit Card,Consumer,0.1515582970894989
ORD1688,2025-01-18,CUST1013,Sports,Running Shoes,5,1851.71,0.0,9258.56,1568.17,North,Wallet,Corporate,0.1693751512114195
ORD1630,2025-01-19,CUST1160,Beauty,Face Wash,2,816.45,0.0,1632.9,381.44,North,Credit Card,Consumer,0.2335966685038887
ORD1132,2025-01-19,CUST1199,Fashion,Sneakers,1,2496.96,0.1,2247.26,436.6,South,Wallet,Consumer,0.1942810355722079
ORD1347,2025-01-19,CUST1022,Beauty,Perfume,2,1621.42,0.05,3080.7,719.7,West,Credit Card,Consumer,0.2336157366832214
ORD1676,2025-01-19,CUST1104,Home & Kitchen,Cookware Set,1,4593.12,0.05,4363.46,485.12,West,Wallet,Consumer,0.1111778267704986
ORD1901,2025-01-20,CUST1126,Sports,Running Shoes,3,2476.4,0.1,6686.27,551.63,South,COD,Consumer,0.0825019031537763
ORD1551,2025-01-20,CUST1197,Beauty,Face Wash,2,876.88,0.0,1753.75,352.58,South,Debit Card,Consumer,0.2010434782608695
ORD1932,2025-01-20,CUST1133,Sports,Cricket Bat,3,1486.72,0.2,3568.14,593.66,North,Credit Card,Home Office,0.1663780008631948
ORD1883,2025-01-20,CUST1184,Fashion,Jacket,2,2970.17,0.0,5940.35,887.85,North,COD,Consumer,0.1494608903515786
ORD1323,2025-01-21,CUST1220,Electronics,Smartphone,4,23095.52,0.15,78524.76,12380.36,East,Debit Card,Corporate,0.1576618635956353
ORD1085,2025-01-21,CUST1165,Fashion,T-Shirt,2,1254.46,0.1,2258.03,293.93,North,COD,Consumer,0.1301709897565577
ORD1651,2025-01-21,CUST1159,Fashion,Jeans,2,3140.87,0.1,5653.56,1260.49,South,Credit Card,Home Office,0.2229550937816172
ORD1890,2025-01-22,CUST1205,Home & Kitchen,Table Lamp,5,3331.57,0.05,15824.94,3077.75,West,Debit Card,Consumer,0.1944873092725786
ORD1212,2025-01-22,CUST1101,Electronics,Headphones,4,24615.59,0.1,88616.14,9260.27,West,COD,Consumer,0.1044986838740662
ORD1882,2025-01-23,CUST1145,Beauty,Perfume,4,1586.06,0.05,6027.01,1873.04,West,Wallet,Home Office,0.3107743308871231
ORD1627,2025-01-24,CUST1105,Home & Kitchen,Bedsheet,1,3847.92,0.1,3463.13,512.92,South,Debit Card,Consumer,0.1481087917577451
ORD2076,2025-01-24,CUST1248,Fashion,Sneakers,5,1097.94,0.15,4666.24,1016.67,North,Wallet,Corporate,0.2178777773967905
ORD1418,2025-01-24,CUST1160,Sports,Cricket Bat,3,3524.05,0.1,9514.93,2039.69,West,Credit Card,Consumer,0.2143673153664819
ORD1353,2025-01-25,CUST1191,Fashion,Sneakers,3,1944.51,0.1,5250.18,1135.82,West,Credit Card,Consumer,0.2163392493209756
ORD1576,2025-01-25,CUST1211,Sports,Football,1,1476.56,0.0,1476.56,262.7,South,COD,Corporate,0.1779135287424825
ORD1530,2025-01-27,CUST1117,Fashion,T-Shirt,1,3386.87,0.2,2709.5,427.35,North,Debit Card,Corporate,0.1577228270898689
ORD1524,2025-01-27,CUST1048,Electronics,Laptop,5,20144.35,0.0,100721.77,13416.48,North,Credit Card,Consumer,0.1332033779787626
ORD1440,2025-01-27,CUST1235,Home & Kitchen,Cookware Set,5,3677.31,0.1,16547.89,2911.52,West,Debit Card,Consumer,0.1759450902803922
ORD1476,2025-01-27,CUST1199,Beauty,Face Wash,4,1070.24,0.1,3852.87,933.38,West,Wallet,Home Office,0.2422557729692411
ORD1895,2025-01-27,CUST1116,Electronics,Smartwatch,3,18845.22,0.15,48055.32,7241.31,West,UPI,Corporate,0.1506869582805816
ORD1884,2025-01-27,CUST1230,Electronics,Smartphone,5,14265.38,0.1,64194.2,12218.49,North,COD,Home Office,0.1903363543746943
ORD1705,2025-01-27,CUST1010,Beauty,Perfume,4,982.79,0.0,3931.15,856.55,West,Wallet,Corporate,0.217887895399565
ORD1318,2025-01-27,CUST1190,Beauty,Face Wash,2,1014.15,0.0,2028.3,503.85,East,UPI,Home Office,0.2484099985209288
ORD1839,2025-01-29,CUST1081,Sports,Cricket Bat,4,2336.14,0.1,8410.11,1325.39,West,Wallet,Consumer,0.1575948471541989
ORD1105,2025-01-29,CUST1075,Sports,Running Shoes,2,2240.67,0.1,4033.2,748.11,West,Credit Card,Corporate,0.1854879500148765
ORD1069,2025-01-29,CUST1226,Sports,Cricket Bat,2,1792.82,0.05,3406.36,360.74,South,UPI,Corporate,0.1059019011496142
ORD1463,2025-01-30,CUST1077,Fashion,Sneakers,5,2683.95,0.1,12077.79,2019.0,East,COD,Home Office,0.1671663441738927
ORD1793,2025-01-30,CUST1019,Sports,Cricket Bat,1,2216.04,0.1,1994.43,515.55,South,COD,Consumer,0.2584949083196702
ORD1400,2025-01-30,CUST1074,Electronics,Laptop,2,25708.18,0.1,46274.72,8607.17,West,Debit Card,Consumer,0.1860015576539415
ORD1639,2025-01-30,CUST1052,Sports,Yoga Mat,3,2603.64,0.1,7029.83,1260.35,East,COD,Home Office,0.1792859855785986
ORD2108,2025-01-30,CUST1054,Beauty,Moisturizer,1,1444.12,0.15,1227.5,299.1,East,UPI,Corporate,0.2436659877800407
ORD1951,2025-01-30,CUST1095,Fashion,Sneakers,4,2390.1,0.15,8126.33,2022.83,West,Wallet,Home Office,0.2489229455362999
ORD1158,2025-02-01,CUST1044,Electronics,Smartwatch,1,24397.53,0.05,23177.65,3794.02,North,Wallet,Consumer,0.1636930404937515
ORD1757,2025-02-01,CUST1044,Fashion,Sneakers,1,3060.57,0.1,2754.51,535.52,East,UPI,Corporate,0.1944157037004766
ORD1836,2025-02-01,CUST1141,Fashion,Jeans,1,2211.29,0.2,1769.03,189.35,West,Credit Card,Home Office,0.107036059309339
ORD1129,2025-02-02,CUST1042,Electronics,Smartwatch,3,11338.82,0.1,30614.82,2746.75,West,Credit Card,Home Office,0.0897196194522783
ORD1190,2025-02-02,CUST1195,Fashion,T-Shirt,3,2069.5,0.15,5277.22,1222.78,North,UPI,Consumer,0.2317091195743213
ORD1729,2025-02-02,CUST1194,Beauty,Face Wash,1,1023.33,0.15,869.83,178.29,South,Wallet,Home Office,0.2049710863042203
ORD1115,2025-02-02,CUST1195,Home & Kitchen,Bedsheet,4,4589.4,0.1,16521.83,1826.12,West,Wallet,Home Office,0.1105277078870802
ORD2173,2025-02-02,CUST1012,Electronics,Laptop,3,22708.53,0.15,57906.75,7563.97,East,COD,Corporate,0.1306232865771261
ORD2199,2025-02-02,CUST1153,Fashion,Sneakers,2,2965.19,0.05,5633.86,1385.5,East,Wallet,Corporate,0.2459237538738982
ORD1498,2025-02-02,CUST1063,Home & Kitchen,Mixer,2,4949.12,0.05,9403.33,1269.15,East,Wallet,Consumer,0.1349681442637874
ORD1559,2025-02-03,CUST1135,Sports,Cricket Bat,4,3573.33,0.0,14293.32,2709.27,West,Debit Card,Home Office,0.1895479846529707
ORD1003,2025-02-03,CUST1176,Home & Kitchen,Mixer,3,4761.38,0.1,12855.73,1845.18,North,Credit Card,Consumer,0.1435297723272035
ORD1286,2025-02-04,CUST1009,Beauty,Face Wash,1,1556.65,0.1,1400.98,376.91,East,Debit Card,Home Office,0.2690331053976502
ORD1017,2025-02-04,CUST1048,Electronics,Headphones,4,16332.99,0.0,65331.95,11601.1,North,Credit Card,Corporate,0.1775716169500527
ORD1950,2025-02-04,CUST1181,Beauty,Shampoo,3,987.87,0.1,2667.25,719.83,West,Credit Card,Corporate,0.2698772143593589
ORD1546,2025-02-04,CUST1182,Sports,Yoga Mat,1,4079.21,0.1,3671.29,817.98,East,COD,Home Office,0.2228045183028308
ORD1154,2025-02-05,CUST1134,Sports,Running Shoes,2,1467.96,0.0,2935.91,499.42,North,UPI,Corporate,0.170107394300234
ORD1544,2025-02-06,CUST1209,Electronics,Laptop,3,11791.81,0.0,35375.44,5707.21,West,Credit Card,Corporate,0.1613325516233861
ORD1778,2025-02-06,CUST1249,Fashion,Sneakers,4,3079.91,0.0,12319.65,2214.13,West,Debit Card,Consumer,0.1797234499356718
ORD1155,2025-02-06,CUST1017,Sports,Running Shoes,1,3795.23,0.0,3795.23,612.79,East,Wallet,Consumer,0.1614632051285429
ORD1018,2025-02-07,CUST1043,Electronics,Headphones,4,26417.38,0.1,95102.56,7780.91,East,COD,Corporate,0.0818159889702233
ORD1698,2025-02-07,CUST1120,Fashion,Sneakers,1,1140.38,0.05,1083.36,159.49,West,Debit Card,Home Office,0.1472179146359474
ORD1096,2025-02-07,CUST1239,Home & Kitchen,Cookware Set,2,3549.02,0.05,6743.14,1236.17,East,Wallet,Home Office,0.1833226063821899
ORD1370,2025-02-07,CUST1088,Electronics,Smartwatch,2,12389.34,0.1,22300.82,2442.2,East,COD,Corporate,0.1095116681808112
ORD1294,2025-02-08,CUST1114,Electronics,Headphones,4,25376.13,0.05,96429.29,14577.68,West,Wallet,Consumer,0.1511748142084215
ORD1436,2025-02-08,CUST1009,Fashion,Jacket,3,1657.04,0.0,4971.11,799.39,East,Wallet,Corporate,0.1608071436761608
ORD1543,2025-02-08,CUST1039,Fashion,Sneakers,2,3224.2,0.1,5803.56,904.42,East,UPI,Home Office,0.155838829959542
ORD1375,2025-02-09,CUST1244,Fashion,Jeans,5,2633.53,0.0,13167.66,2050.12,South,Wallet,Home Office,0.1556935704597475
ORD1202,2025-02-10,CUST1039,Fashion,Sneakers,5,1468.35,0.05,6974.68,1392.95,West,UPI,Home Office,0.199715255753669
ORD1595,2025-02-10,CUST1113,Sports,Football,4,1992.53,0.15,6774.61,629.4,East,Debit Card,Home Office,0.0929057170818689
ORD1098,2025-02-10,CUST1016,Electronics,Smartwatch,4,21924.16,0.0,87696.63,13114.96,South,Debit Card,Corporate,0.1495491902026337
ORD1878,2025-02-11,CUST1040,Electronics,Smartwatch,2,22596.75,0.0,45193.5,7114.64,North,UPI,Consumer,0.1574261785433746
ORD1971,2025-02-11,CUST1203,Beauty,Perfume,5,1241.34,0.05,5896.39,1138.12,South,COD,Home Office,0.1930197968587559
ORD1477,2025-02-11,CUST1058,Sports,Football,3,2161.19,0.15,5511.04,736.93,West,Wallet,Corporate,0.1337188625014516
ORD1603,2025-02-11,CUST1231,Home & Kitchen,Bedsheet,1,4907.9,0.0,4907.9,1063.93,East,UPI,Consumer,0.2167790704782086
ORD1130,2025-02-13,CUST1081,Electronics,Laptop,1,20140.96,0.05,19133.91,2681.19,West,Debit Card,Corporate,0.1401276581733686
ORD1014,2025-02-13,CUST1228,Electronics,Laptop,2,21954.2,0.05,41712.98,7319.5,West,Credit Card,Home Office,0.1754729582973932
ORD1982,2025-02-13,CUST1138,Electronics,Headphones,3,10645.03,0.0,31935.08,2890.53,West,Wallet,Consumer,0.0905126901200811
ORD1672,2025-02-13,CUST1069,Home & Kitchen,Table Lamp,3,3689.69,0.1,9962.16,911.67,West,Debit Card,Consumer,0.0915132862752656
ORD1285,2025-02-14,CUST1232,Electronics,Laptop,4,14207.5,0.15,48305.5,3222.7,West,Wallet,Corporate,0.0667149703449917
ORD1223,2025-02-14,CUST1047,Beauty,Face Wash,4,1501.45,0.05,5705.53,1256.87,West,Debit Card,Home Office,0.22028978902924
ORD2033,2025-02-14,CUST1198,Sports,Yoga Mat,2,3389.57,0.0,6779.13,728.54,West,UPI,Home Office,0.1074680674363819
ORD1233,2025-02-14,CUST1015,Electronics,Laptop,3,12090.39,0.15,30830.5,3381.07,East,Credit Card,Home Office,0.1096664017774606
ORD1467,2025-02-15,CUST1213,Beauty,Perfume,5,1752.96,0.1,7888.32,1382.24,West,UPI,Consumer,0.175226157153868
ORD1170,2025-02-16,CUST1049,Home & Kitchen,Cookware Set,2,1972.64,0.15,3353.49,385.5,South,Debit Card,Corporate,0.1149548679137257
ORD1204,2025-02-16,CUST1177,Fashion,Jeans,5,1159.23,0.05,5506.36,1053.36,East,Debit Card,Home Office,0.1912987890366775
ORD1987,2025-02-16,CUST1136,Home & Kitchen,Mixer,2,4457.69,0.0,8915.38,927.78,South,UPI,Consumer,0.1040651099560534
ORD1002,2025-02-16,CUST1093,Beauty,Perfume,3,1763.33,0.1,4760.99,1235.26,South,Debit Card,Corporate,0.2594544411981542
ORD1509,2025-02-17,CUST1197,Fashion,Jeans,2,2500.96,0.05,4751.82,1320.96,West,Debit Card,Corporate,0.2779903279164615
ORD1134,2025-02-17,CUST1159,Home & Kitchen,Table Lamp,4,3087.77,0.15,10498.42,1207.42,North,Debit Card,Home Office,0.1150096871719744
ORD1274,2025-02-17,CUST1237,Home & Kitchen,Mixer,4,2598.37,0.1,9354.12,1186.94,North,Debit Card,Corporate,0.1268895417206535
ORD1855,2025-02-17,CUST1149,Fashion,Jeans,3,1984.99,0.05,5657.22,616.66,North,Wallet,Corporate,0.1090040691364309
ORD1983,2025-02-18,CUST1163,Fashion,T-Shirt,2,3060.15,0.15,5202.25,920.91,West,Credit Card,Corporate,0.177021481089913
ORD1611,2025-02-18,CUST1114,Home & Kitchen,Mixer,5,2274.99,0.05,10806.2,1743.27,South,COD,Corporate,0.161321278525291
ORD1622,2025-02-18,CUST1219,Electronics,Laptop,4,26793.48,0.0,107173.92,13547.8,North,Credit Card,Home Office,0.1264094846955304
ORD2170,2025-02-19,CUST1045,Beauty,Shampoo,1,909.74,0.0,909.74,217.34,South,Credit Card,Home Office,0.2389034229560094
ORD1090,2025-02-19,CUST1250,Home & Kitchen,Bedsheet,1,4273.39,0.1,3846.05,599.04,East,Debit Card,Home Office,0.1557546053743451
ORD1437,2025-02-19,CUST1183,Electronics,Headphones,3,16680.8,0.05,47540.29,3988.99,North,Debit Card,Corporate,0.0839075655617582
ORD1850,2025-02-19,CUST1080,Fashion,Jeans,5,1312.71,0.1,5907.17,1030.93,East,Debit Card,Home Office,0.1745218099360607
ORD1046,2025-02-20,CUST1201,Sports,Yoga Mat,1,3088.54,0.1,2779.69,404.55,West,Wallet,Home Office,0.1455378117703772
ORD1343,2025-02-20,CUST1089,Sports,Cricket Bat,5,3835.5,0.0,19177.48,3718.2,North,UPI,Corporate,0.1938836593754758
ORD1445,2025-02-20,CUST1224,Sports,Running Shoes,3,2469.55,0.0,7408.64,762.43,West,UPI,Consumer,0.1029109256219765
ORD2110,2025-02-21,CUST1013,Beauty,Perfume,1,1733.17,0.15,1473.2,286.17,North,COD,Consumer,0.1942506109150149
ORD1234,2025-02-21,CUST1226,Home & Kitchen,Mixer,1,5124.31,0.05,4868.09,833.52,West,Credit Card,Consumer,0.171221156552159
ORD1424,2025-02-22,CUST1049,Sports,Cricket Bat,2,1342.72,0.1,2416.89,305.24,South,Credit Card,Corporate,0.1262945355394742
ORD1028,2025-02-22,CUST1058,Home & Kitchen,Cookware Set,1,2082.52,0.1,1874.26,146.65,North,Credit Card,Corporate,0.0782442137163467
ORD1727,2025-02-22,CUST1162,Fashion,Jacket,4,2244.48,0.0,8977.92,1590.76,North,UPI,Corporate,0.1771858069575135
ORD1513,2025-02-22,CUST1222,Fashion,Jacket,3,1187.09,0.05,3383.21,658.75,East,COD,Consumer,0.1947115313563154
ORD1828,2025-02-23,CUST1029,Home & Kitchen,Mixer,4,3444.34,0.05,13088.49,2903.2,South,Debit Card,Corporate,0.2218132114552557
ORD1685,2025-02-23,CUST1106,Electronics,Headphones,1,12403.17,0.0,12403.17,1589.53,South,Credit Card,Corporate,0.1281551409841193
ORD1734,2025-02-23,CUST1111,Electronics,Laptop,4,13041.23,0.05,49556.68,5005.25,East,UPI,Consumer,0.1010005109301107
ORD1805,2025-02-24,CUST1235,Beauty,Shampoo,3,837.32,0.0,2511.96,603.13,West,UPI,Corporate,0.240103345594675
ORD1314,2025-02-24,CUST1013,Sports,Football,5,2731.16,0.15,11607.42,2174.82,West,Wallet,Home Office,0.1873646340013543
ORD1747,2025-02-24,CUST1070,Sports,Cricket Bat,3,3125.22,0.0,9375.67,1270.35,West,Credit Card,Corporate,0.1354943166728351
ORD2065,2025-02-24,CUST1056,Home & Kitchen,Table Lamp,3,4345.89,0.1,11733.91,2332.1,West,UPI,Corporate,0.198748754677682
ORD1099,2025-02-25,CUST1069,Fashion,Jeans,1,3077.89,0.0,3077.89,531.32,North,Debit Card,Consumer,0.172624752671473
ORD2124,2025-02-25,CUST1050,Electronics,Smartwatch,3,9663.01,0.2,23191.21,2850.7,West,Debit Card,Corporate,0.1229215724405927
ORD2151,2025-02-25,CUST1095,Fashion,T-Shirt,1,2354.46,0.05,2236.74,380.83,South,Credit Card,Home Office,0.170261183686973
ORD1840,2025-02-25,CUST1127,Sports,Running Shoes,1,2897.02,0.1,2607.32,493.16,East,COD,Corporate,0.1891444088182501
ORD2028,2025-02-25,CUST1110,Beauty,Shampoo,5,981.39,0.0,4906.97,1130.86,East,Debit Card,Corporate,0.2304599375989663
ORD1613,2025-02-25,CUST1138,Electronics,Smartwatch,5,21468.38,0.05,101974.81,15417.92,South,Credit Card,Corporate,0.1511934172762861
ORD1019,2025-02-25,CUST1168,Fashion,T-Shirt,5,2884.22,0.0,14421.1,3603.62,South,Debit Card,Corporate,0.2498852376032341
ORD1937,2025-02-26,CUST1083,Sports,Running Shoes,2,2830.83,0.05,5378.58,686.14,South,Credit Card,Corporate,0.1275689866098487
ORD1063,2025-02-27,CUST1244,Home & Kitchen,Table Lamp,1,3130.53,0.05,2974.01,662.3,South,UPI,Home Office,0.2226959559651783
ORD1057,2025-02-27,CUST1062,Electronics,Smartphone,1,23969.34,0.0,23969.34,1158.28,East,UPI,Home Office,0.0483233998099238
